genero,municipio_de_nacimiento,pais,municipio_direccion,barrio_direccion,estrato,estado_civil,eps,zona,nivel_de_formacion,ocupacion,medio_de_transporte,estado,fecha_de_matricula,jornada,programa,periodo,nivel,edad,periodo_era_mt,anio_periodo,semestre_periodo,estrato_imputado,transporte_imputado,anio_matricula,mes_matricula,desercion
Masculino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,,Estudiante básica,A pie,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,El Dorado,3,Soltero(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Graduado,2020-01-15 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2021-1,SEMESTRE 2,20,0,2021,1,0,0,2020.0,1.0,0.0
Masculino,Medellín,Colombia,Itagui,Asturias,3,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Transporte público,Sancionado,2018-05-30 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2018-2,SEMESTRE 1,26,0,2018,2,0,0,2018.0,5.0,1.0
Femenino,Bello,Colombia,Envigado,La Mina,3,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2015-1,SEMESTRE 1,25,0,2015,1,0,1,2015.0,2.0,1.0
Masculino,Medellín,Colombia,Itagui,Santa María,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,Transporte público,Activo,2021-07-29 10:00:00,NOCHE,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,2022-1,SEMESTRE 2,21,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Medellín,Colombia,Medellín,El Salado,2,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Moto,Inactivo,2019-07-22 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-1,SEMESTRE 2,28,0,2020,1,0,0,2019.0,7.0,1.0
Masculino,Envigado,Colombia,Envigado,La Sebastiana,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,A pie,Inactivo,2017-01-18 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2017-1,SEMESTRE 1,22,0,2017,1,0,0,2017.0,1.0,1.0
Femenino,Medellín,Colombia,Envigado,El Salado,2,Unión libre,EPS Sura,Urbana,Media,Desempleado,Transporte público,Graduado,2016-05-13 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 2,36,0,2017,2,0,0,2016.0,5.0,0.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),SISBEN,Urbana,Básica secundaria,Empleado,A pie,Inactivo,2020-08-12 10:00:00,NOCHE,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,2020-2,SEMESTRE 1,35,0,2020,2,0,0,2020.0,8.0,0.0
Masculino,Medellín,Colombia,Envigado,Las Flores,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,A pie,Aplazamiento Semestre,2016-11-29 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2017-1,SEMESTRE 1,34,0,2017,1,0,0,2016.0,11.0,1.0
Masculino,Medellín,Colombia,Envigado,El Portal,4,Soltero(a),Empresas Publicas de Medellin departamento Medico,Urbana,Media,Estudiante superior,Moto,Graduado,2019-01-11 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2019-2,SEMESTRE 2,22,0,2019,2,0,0,2019.0,1.0,0.0
Masculino,Envigado,Colombia,Envigado,Loma Del Barro,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante superior,Transporte público,Inactivo,2016-01-14 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-1,SEMESTRE 2,25,0,2017,1,0,0,2016.0,1.0,1.0
Masculino,Medellín,Colombia,Itagui,La Gloria,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2015-2,SEMESTRE 2,25,0,2015,2,0,1,2015.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,El Chinguí,2,Soltero(a),SISBEN,Urbana,Básica secundaria,Desempleado,Transporte público,Sancionado,2016-05-10 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2017-1,SEMESTRE 1,23,0,2017,1,0,0,2016.0,5.0,1.0
Masculino,Envigado,Colombia,Envigado,Loma Del Barro,3,Soltero(a),Salud Total EPS,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2016-01-19 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2016-2,SEMESTRE 2,25,0,2016,2,0,1,2016.0,1.0,1.0
Masculino,Itagui,Colombia,Heliconia,,3,Soltero(a),EPS Sura,Urbana,Pregrado,Estudiante superior,Moto,Sancionado,2018-06-25 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2018-2,SEMESTRE 1,27,0,2018,2,0,0,2018.0,6.0,1.0
Masculino,Amagá,Colombia,Envigado,Alcalá,2,Separado(a),Caja de Compensación Familiar CAFAM,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2019-07-19 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-1,SEMESTRE 2,20,0,2020,1,0,0,2019.0,7.0,1.0
Masculino,Bogotá,Colombia,Envigado,Las Antillas,4,Casado(a),Fuerzas Militares,Urbana,Postgrado,Desempleado,Automóvil,Sancionado,2021-07-31 10:00:00,NOCHE,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,2021-2,SEMESTRE 1,47,0,2021,2,0,0,2021.0,7.0,1.0
Femenino,Envigado,Colombia,Envigado,Barrio Obrero,3,Soltero(a),EPS Sura,Urbana,Media,Independiente,Moto,Graduado,2018-12-10 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-2,SEMESTRE 2,25,0,2019,2,0,0,2018.0,12.0,0.0
Femenino,Venezuela,Colombia,Medellín,,2,,,,,,Transporte público,Activo,2020-09-17 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,27,0,2020,2,1,1,2020.0,9.0,0.0
Femenino,Envigado,Colombia,Envigado,El Dorado,3,Soltero(a),EPS Sura,Urbana,Pregrado,Estudiante superior,A pie,Graduado,2014-06-21 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-1,SEMESTRE 2,26,0,2015,1,0,0,2014.0,6.0,0.0
Masculino,Itagui,Colombia,Envigado,San Rafael,2,Soltero(a),Coomeva EPS,Urbana,Pregrado,Empleado,Transporte público,Graduado,2017-05-10 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2018-1,SEMESTRE 2,34,0,2018,1,0,0,2017.0,5.0,0.0
Masculino,Villavicencio,Colombia,Envigado,Barrio Mesa,3,Soltero(a),,Urbana,Básica secundaria,Empleado,Transporte público,Inactivo,2017-05-30 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2017-2,SEMESTRE 1,40,0,2017,2,0,0,2017.0,5.0,1.0
Masculino,Barranquilla,Colombia,Envigado,Alcalá,1,Soltero(a),Savia Salud,Urbana,Media,Estudiante básica,A pie,Cancelado,2020-02-29 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2020-1,DÉCIMO,20,1,2020,1,0,0,2020.0,2.0,1.0
Femenino,Cartagena,Colombia,Medellín,San Antonio,2,,,,,,Transporte público,Activo,2020-10-27 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,41,0,2020,2,1,1,2020.0,10.0,0.0
Masculino,Envigado,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Media,Desempleado,A pie,Inactivo,2016-06-21 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-2,SEMESTRE 1,27,0,2016,2,0,0,2016.0,6.0,1.0
Masculino,Medellín,Colombia,Envigado,La Magnolia,3,Divorciado(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Activo,2022-02-10 10:00:00,NOCHE,16T-TÉCNICO LABORAL EN ELECTRICISTA,2022-1,SEMESTRE 1,33,0,2022,1,0,0,2022.0,2.0,0.0
Femenino,Envigado,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-04 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-2,SEMESTRE 2,24,0,2019,2,0,0,2019.0,1.0,0.0
Masculino,,Colombia,Envigado,,3,,,,,,Transporte público,Inactivo,2019-05-22 10:00:00,NOCHE,CURSO EXTENSIÓN WORD,2019-1,SEMESTRE 1,33,0,2019,1,1,1,2019.0,5.0,1.0
Femenino,Medellín,Colombia,Medellín,,3,Casado(a),EPS Sura,Urbana,Básica secundaria,Empleado,Automóvil,Inactivo,2017-01-13 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-2,SEMESTRE 2,37,0,2017,2,0,0,2017.0,1.0,1.0
Masculino,Valencia,Colombia,Envigado,San Rafael,3,Soltero(a),Salud Total EPS,Urbana,,,A pie,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,19,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Cúcuta,Colombia,Envigado,La Magnolia,3,Casado(a),,Urbana,Media,Empleado,Transporte público,Graduado,2016-08-11 10:00:00,DIURNA,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2017-1,SEMESTRE 2,56,0,2017,1,0,1,2016.0,8.0,0.0
Masculino,Concordia,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Graduado,2017-06-16 10:00:00,NOCHE,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2019-1,SEMESTRE 2,28,0,2019,1,0,0,2017.0,6.0,0.0
Femenino,Envigado,Colombia,Envigado,San José,3,Unión libre,EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Graduado,2018-01-12 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2018-2,SEMESTRE 2,33,0,2018,2,0,0,2018.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante básica,Automóvil,Activo,2021-07-28 10:00:00,NOCHE,16T-TÉCNICO LABORAL EN ELECTRICISTA,2022-1,SEMESTRE 2,19,0,2022,1,0,0,2021.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,Barrio Obrero,2,Soltero(a),Savia Salud,Urbana,,,A pie,Inactivo,2021-02-08 10:00:00,NOCHE,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,2021-1,SEMESTRE 1,22,0,2021,1,0,0,2021.0,2.0,0.0
Femenino,Bogotá,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana - rural,Media,Empleado,Transporte público,Inactivo,2019-05-09 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2020-1,SEMESTRE 2,48,0,2020,1,0,0,2019.0,5.0,1.0
Femenino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),SISBEN,Urbana,Media,Estudiante básica,Transporte público,Inactivo,2018-02-01 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-1,ONCE,21,1,2016,1,0,1,2018.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,Las Antillas,4,Soltero(a),EPS Sura,Rural,Media,Desempleado,Moto,Sancionado,2019-01-14 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2019-1,SEMESTRE 1,24,0,2019,1,0,0,2019.0,1.0,1.0
Masculino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),SISBEN,Urbana,,,Transporte público,Inactivo,2016-02-01 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2016-1,SEMESTRE 1,26,0,2016,1,0,1,2016.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Postgrado,Empleado,A pie,Aplazamiento Semestre,2020-08-17 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-2,SEMESTRE 1,33,0,2020,2,0,0,2020.0,8.0,0.0
Masculino,Venezuela,Colombia,Itagui,Villa Paula,3,,,,,,Transporte público,Activo,2020-09-29 10:00:00,DIURNA,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,2020-2,SEMESTRE 1,52,0,2020,2,1,1,2020.0,9.0,0.0
Masculino,Sabaneta,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Independiente,Transporte público,Inactivo,2020-02-03 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2020-1,SEMESTRE 1,53,0,2020,1,0,0,2020.0,2.0,1.0
Femenino,Ariguaní,Colombia,Envigado,El Salado,2,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante básica,A pie,Graduado,2020-01-22 10:00:00,NOCHE,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2020-1,SEMESTRE 1,21,0,2020,1,0,0,2020.0,1.0,0.0
Femenino,Medellín,Colombia,Envigado,Las Orquídeas,2,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Básica secundaria,Empleado,Transporte público,Sancionado,2016-05-11 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2016-2,SEMESTRE 1,29,0,2016,2,0,1,2016.0,5.0,1.0
Masculino,Envigado,Colombia,Itagui,El Pedregal,2,Soltero(a),MEDIES,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-16 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2019-1,SEMESTRE 2,23,0,2019,1,0,0,2019.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,El Trianón,3,Casado(a),EPS Sura,Urbana,Media,Empleado,Automóvil,Graduado,2016-01-14 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2017-1,SEMESTRE 2,51,0,2017,1,0,0,2016.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,La Magnolia,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-02-03 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,35,0,2015,2,0,1,2015.0,2.0,0.0
Masculino,Medellín,Colombia,Medellín,Altos Del Poblado,2,Soltero(a),Salud Total EPS,Urbana,Básica secundaria,Desempleado,Transporte público,Cancelado,2017-01-13 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 2,23,0,2017,2,0,0,2017.0,1.0,1.0
Femenino,Envigado,Colombia,Envigado,Alcalá,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Automóvil,Aplazamiento Semestre,2020-08-19 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2021-1,SEMESTRE 2,19,0,2021,1,0,0,2020.0,8.0,0.0
Femenino,Medellín,Colombia,Medellín,Alcalá,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Automóvil,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,15,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Medellín,Colombia,Medellín,Belén,4,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-02-05 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,2019-1,SEMESTRE 2,20,0,2019,1,0,0,2018.0,2.0,0.0
Femenino,Medellín,Colombia,Medellín,,2,Soltero(a),Coomeva EPS,Rural,Media,Desempleado,Transporte público,Graduado,2017-01-20 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2017-1,SEMESTRE 2,23,0,2017,1,0,0,2017.0,1.0,0.0
Masculino,Frontino,Colombia,Envigado,Alto De Misael,2,Soltero(a),Savia Salud,Urbana,Media,Desempleado,Transporte público,Inactivo,2019-02-04 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2019-1,SEMESTRE 1,35,0,2019,1,0,0,2019.0,2.0,1.0
Masculino,Itagui,Colombia,Itagui,Santa Catalina,2,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-1,SEMESTRE 1,27,0,2015,1,0,1,2015.0,2.0,1.0
Femenino,Medellín,Colombia,Envigado,Loma Del Barro,3,Soltero(a),Coomeva EPS,Urbana,Básica secundaria,,Transporte público,Sancionado,2016-01-22 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2016-2,SEMESTRE 2,50,0,2016,2,0,1,2016.0,1.0,1.0
Masculino,Medellín,Colombia,Itagui,Villa Paula,4,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante superior,Transporte público,Inactivo,2017-01-17 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-1,SEMESTRE 1,26,0,2017,1,0,0,2017.0,1.0,1.0
Femenino,Itagui,Colombia,La Ceja,,3,,,,,,Transporte público,Cancelado,2018-02-08 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MERCADEO Y VENTAS,2018-1,DÉCIMO,21,1,2018,1,1,1,2018.0,2.0,1.0
Femenino,Medellín,Colombia,Envigado,El Salado,2,Unión libre,,Urbana,Media,Desempleado,Transporte público,Graduado,2018-05-16 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2019-1,SEMESTRE 2,30,0,2019,1,0,0,2018.0,5.0,0.0
Femenino,Envigado,Colombia,Envigado,San José,2,,,,,,Transporte público,Activo,2020-10-27 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,41,0,2020,2,1,1,2020.0,10.0,0.0
Masculino,Medellín,Colombia,La Estrella,Caqueta,3,Soltero(a),,Urbana,Básica secundaria,Independiente,A pie,Cancelado,2021-07-31 10:00:00,NOCHE,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,2021-2,SEMESTRE 1,39,0,2021,2,0,0,2021.0,7.0,1.0
Femenino,Envigado,Colombia,Envigado,El Salado,2,Casado(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Activo,2022-02-04 10:00:00,DIURNA,14T-TÉCNICO LABORAL EN CONTABILIDAD,2022-1,SEMESTRE 1,41,0,2022,1,0,0,2022.0,2.0,0.0
Femenino,Itagui,Colombia,Envigado,El Chinguí,2,Soltero(a),Cafesalud  EPS,Urbana,Media,Estudiante superior,Moto,Graduado,2016-12-05 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2017-2,SEMESTRE 2,24,0,2017,2,0,0,2016.0,12.0,0.0
Femenino,Itagui,Colombia,Envigado,San José,3,Soltero(a),Salud Total EPS,Urbana,Básica secundaria,Estudiante básica,A pie,Graduado,2017-05-05 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-2,SEMESTRE 2,22,0,2018,2,0,0,2017.0,5.0,0.0
Masculino,Envigado,Colombia,Envigado,El Chinguí,2,Soltero(a),EPS Sura,Urbana - rural,Básica secundaria,Estudiante básica,Transporte público,Inactivo,2021-04-16 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MERCADEO Y VENTAS,2021-1,DÉCIMO,16,1,2021,1,0,0,2021.0,4.0,0.0
Femenino,Itagui,Colombia,Envigado,Alto De Misael,4,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2019-01-18 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2019-2,SEMESTRE 2,32,0,2019,2,0,0,2019.0,1.0,0.0
Femenino,Itagui,Colombia,Envigado,La Mina,2,Soltero(a),Salud Total EPS,Urbana,Básica secundaria,Desempleado,Transporte público,Inactivo,2016-05-02 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2016-2,SEMESTRE 1,24,0,2016,2,0,0,2016.0,5.0,1.0
Masculino,Barbosa,Colombia,Envigado,Barrio Obrero,3,Soltero(a),SISBEN,Urbana,Media,Empleado,Transporte público,Inactivo,2015-02-03 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2015-2,SEMESTRE 2,25,0,2015,2,0,1,2015.0,2.0,1.0
Femenino,Medellín,Colombia,Envigado,El Dorado,3,Unión libre,EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2018-05-17 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-2,SEMESTRE 2,30,0,2019,2,0,0,2018.0,5.0,0.0
Masculino,,Colombia,Envigado,San Marcos,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Otro,Graduado,2015-07-28 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2019-2,SEMESTRE 2,28,0,2019,2,0,0,2015.0,7.0,0.0
Femenino,Yolombó,Colombia,Envigado,El Trianón,3,Soltero(a),SISBEN,Urbana,Media,Empleado,Transporte público,Inactivo,2015-08-04 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2016-1,SEMESTRE 2,37,0,2016,1,0,1,2015.0,8.0,1.0
Masculino,Envigado,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2020-02-03 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2020-1,SEMESTRE 1,21,0,2020,1,0,0,2020.0,2.0,1.0
Femenino,Envigado,Colombia,Envigado,La Mina,2,Soltero(a),SISBEN,Urbana,,Estudiante básica,Transporte público,Inactivo,2021-08-23 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,16,1,2021,2,0,0,2021.0,8.0,0.0
Masculino,Envigado,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Cancelado,2021-02-08 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2021-1,SEMESTRE 1,9,0,2021,1,0,0,2021.0,2.0,1.0
Masculino,,Colombia,Envigado,El Salado,2,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,A pie,Graduado,2018-01-17 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2018-2,SEMESTRE 2,24,0,2018,2,0,0,2018.0,1.0,0.0
Femenino,Yarumal,Colombia,Envigado,Loma Del Barro,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Activo,2021-07-27 10:00:00,DIURNA,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,2022-1,SEMESTRE 2,21,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,La Mina,2,Casado(a),EPS Sura,Urbana,Media,Empleado,Moto,Graduado,2016-01-15 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2017-1,SEMESTRE 2,36,0,2017,1,0,0,2016.0,1.0,0.0
Femenino,Medellín,Colombia,Medellín,El Poblado,2,Soltero(a),EPS Sura,Urbana - rural,,Estudiante básica,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,Uribe Ángel,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2019-01-16 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2019-2,SEMESTRE 2,20,0,2019,2,0,0,2019.0,1.0,0.0
Femenino,Itagui,Colombia,Envigado,La Mina,2,Unión libre,,Urbana,Media,Desempleado,Transporte público,Sancionado,2016-08-09 10:00:00,NOCHE,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2016-2,SEMESTRE 1,43,0,2016,2,0,1,2016.0,8.0,1.0
Masculino,Yarumal,Colombia,Envigado,Las Flores,2,Soltero(a),Coomeva EPS,Urbana,Media,Desempleado,Transporte público,Aplazamiento Semestre,2015-12-16 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2016-1,SEMESTRE 1,38,0,2016,1,0,1,2015.0,12.0,1.0
