genero,edad,programa,jornada,ocupacion,eps,municipio_direccion,riesgo_%,prioridad,perfil
Masculino,19,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Estudiante básica,EPS Sura,Envigado,51.3,Media,Perfil 2
Masculino,19,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Desempleado,COOSALUD EPS,Envigado,51.3,Media,Perfil 1
Masculino,17,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Estudiante básica,Savia Salud,Envigado,51.3,Media,Perfil 2
Masculino,23,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,Nueva Promotora de Salud - Nueva EPS,Envigado,51.2,Media,Perfil 2
Femenino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Sin registro,Sin registro,Envigado,51.2,Media,Perfil 1
Masculino,20,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Desempleado,Salud Total EPS,Envigado,51.2,Media,Perfil 1
Masculino,16,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Estudiante básica,EPS Sura,Envigado,51.2,Media,Perfil 1
Masculino,35,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,51.2,Media,Perfil 1
Masculino,35,EXTENSION HERRAMIENTAS TICS,DIURNA,Sin registro,Sin registro,Envigado,51.2,Media,Perfil 1
Femenino,24,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Estudiante superior,Sin registro,Envigado,51.2,Media,Perfil 1
Masculino,20,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Estudiante superior,Coomeva EPS,Envigado,51.2,Media,Perfil 3
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Medellín,51.2,Media,Perfil 1
Masculino,17,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Estudiante básica,EPS Sura,Medellín,51.2,Media,Perfil 3
Masculino,18,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Estudiante superior,EPS Sura,Envigado,51.2,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Savia Salud,Envigado,51.2,Media,Perfil 2
Masculino,16,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,51.1,Media,Perfil 1
Masculino,36,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,Suramericana,Envigado,51.1,Media,Perfil 2
Masculino,20,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,Salud Total EPS,Envigado,51.1,Media,Perfil 2
Masculino,35,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,EPS Sura,Envigado,51.1,Media,Perfil 2
Masculino,24,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Bello,51.1,Media,Perfil 3
Masculino,40,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Independiente,Savia Salud,Envigado,51.1,Media,Perfil 1
Masculino,41,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Independiente,EPS Sura,Envigado,51.1,Media,Perfil 3
Masculino,17,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,Suramericana,Medellín,51.1,Media,Perfil 1
Masculino,17,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Estudiante básica,Nueva Promotora de Salud - Nueva EPS,Envigado,51.1,Media,Perfil 2
Masculino,49,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),DIURNA,Empleado,Policía Nacional,Envigado,51.1,Media,Perfil 2
Masculino,21,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,Policía Nacional,Envigado,51.0,Media,Perfil 2
Masculino,22,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,Savia Salud,Envigado,51.0,Media,Perfil 1
Femenino,26,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),NOCHE,Estudiante superior,Suramericana,Envigado,51.0,Media,Perfil 1
Masculino,20,05-V-Técnico Laboral Auxiliar en Ciberseguridad (50% Modalidad Distancia),NOCHE,Estudiante superior,EPS Sura,Envigado,51.0,Media,Perfil 2
Masculino,18,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante superior,SISBEN,Envigado,51.0,Media,Perfil 3
Masculino,24,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,EPS Sura,Envigado,51.0,Media,Perfil 1
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Itagui,51.0,Media,Perfil 2
Masculino,23,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,Savia Salud,Envigado,51.0,Media,Perfil 1
Masculino,48,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,51.0,Media,Perfil 2
Masculino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,Sin registro,Envigado,51.0,Media,Perfil 3
Masculino,22,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),DIURNA,Independiente,SISBEN,Envigado,51.0,Media,Perfil 3
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,51.0,Media,Perfil 3
Masculino,26,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Itagui,51.0,Media,Perfil 1
Masculino,17,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Savia Salud,Envigado,51.0,Media,Perfil 2
Femenino,29,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Independiente,SISBEN,Envigado,50.9,Media,Perfil 3
Masculino,19,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,Nueva Promotora de Salud - Nueva EPS,Medellín,50.9,Media,Perfil 1
Masculino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Fuerzas Militares,Envigado,50.9,Media,Perfil 1
Masculino,32,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,SISBEN,Envigado,50.9,Media,Perfil 2
Masculino,17,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Estudiante superior,Nueva Promotora de Salud - Nueva EPS,Envigado,50.9,Media,Perfil 1
Masculino,19,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Desempleado,Salud Total EPS,Envigado,50.9,Media,Perfil 2
Masculino,28,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,NOCHE,Empleado,Sin registro,Medellín,50.9,Media,Perfil 3
Masculino,22,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),NOCHE,Estudiante básica,EPS Sura,Envigado,50.9,Media,Perfil 1
Masculino,20,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,Salud Total EPS,Envigado,50.9,Media,Perfil 1
Masculino,30,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,50.9,Media,Perfil 3
Masculino,30,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,50.9,Media,Perfil 1
Masculino,14,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,50.9,Media,Perfil 1
Masculino,26,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Estudiante superior,Sin registro,Envigado,50.9,Media,Perfil 1
Masculino,17,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Sin registro,Savia Salud,Envigado,50.9,Media,Perfil 2
Femenino,24,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.8,Media,Perfil 2
Masculino,19,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,Nueva Promotora de Salud - Nueva EPS,Envigado,50.8,Media,Perfil 1
Masculino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.8,Media,Perfil 1
Masculino,16,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.8,Media,Perfil 2
Masculino,24,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante superior,EPS Sura,Envigado,50.8,Media,Perfil 1
Masculino,22,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Empleado,Sin registro,Envigado,50.8,Media,Perfil 1
Masculino,19,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Estudiante básica,EPS Sura,Envigado,50.8,Media,Perfil 3
Masculino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante básica,Saludcoop EPS  Organismo Cooperativo,Envigado,50.8,Media,Perfil 1
Masculino,16,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Estudiante superior,Nueva Promotora de Salud - Nueva EPS,Itagui,50.8,Media,Perfil 3
Masculino,17,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,50.8,Media,Perfil 2
Masculino,22,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Estudiante superior,Nueva Promotora de Salud - Nueva EPS,Envigado,50.8,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.8,Media,Perfil 1
Femenino,52,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Independiente,Suramericana,Envigado,50.7,Media,Perfil 2
Masculino,21,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,50.7,Media,Perfil 2
Femenino,24,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Independiente,SISBEN,Envigado,50.7,Media,Perfil 2
Femenino,61,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,EPS Sura,Medellín,50.7,Media,Perfil 1
Masculino,20,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,ISS EPS,Envigado,50.7,Media,Perfil 1
Masculino,20,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Empleado,SISBEN,Envigado,50.7,Media,Perfil 1
Masculino,20,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,Suramericana,Envigado,50.7,Media,Perfil 1
Femenino,33,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Desempleado,Susalud,Envigado,50.7,Media,Perfil 1
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,50.7,Media,Perfil 1
Masculino,21,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante superior,Sin registro,Envigado,50.7,Media,Perfil 2
Masculino,40,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Envigado,50.7,Media,Perfil 2
Femenino,65,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,Coomeva EPS,Envigado,50.7,Media,Perfil 2
Masculino,37,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,50.7,Media,Perfil 3
Masculino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Itagui,50.7,Media,Perfil 1
Masculino,19,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,50.6,Media,Perfil 1
Masculino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante básica,EPS Sura,Envigado,50.6,Media,Perfil 1
Femenino,23,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Medellín,50.6,Media,Perfil 2
Femenino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.6,Media,Perfil 1
Femenino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.6,Media,Perfil 1
Femenino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.6,Media,Perfil 3
Masculino,14,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,Policía Nacional,Envigado,50.6,Media,Perfil 1
Masculino,21,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),NOCHE,Desempleado,EPS Sura,Itagui,50.6,Media,Perfil 3
Masculino,18,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Estudiante básica,EPS Sura,Envigado,50.6,Media,Perfil 1
Masculino,31,EXTENSIÓN EXCEL AVANZADO,DIURNA,Sin registro,Sin registro,Envigado,50.6,Media,Perfil 2
Masculino,31,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,50.6,Media,Perfil 2
Masculino,62,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Estudiante básica,EPS Sura,Envigado,50.6,Media,Perfil 3
Masculino,33,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Empleado,EPS Sura,Envigado,50.6,Media,Perfil 1
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,50.6,Media,Perfil 3
Masculino,17,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Estudiante básica,Sin registro,Envigado,50.6,Media,Perfil 2
Femenino,32,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,Savia Salud,Envigado,50.6,Media,Perfil 1
Masculino,19,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),DIURNA,Estudiante superior,EPS Sura,Envigado,50.5,Media,Perfil 2
Masculino,15,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 3
Femenino,22,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.5,Media,Perfil 1
Masculino,21,01-V- TÉCNICO LABORAL EN MARKETING DIGITAL A DISTANCIA,NOCHE,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 1
Femenino,17,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Sin registro,Nueva Promotora de Salud - Nueva EPS,Envigado,50.5,Media,Perfil 1
Masculino,28,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Independiente,EPS Sura,Envigado,50.5,Media,Perfil 2
Masculino,35,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Empleado,Suramericana,Envigado,50.5,Media,Perfil 2
Masculino,19,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Desempleado,ALIANSALUD EPS S.A.,Envigado,50.5,Media,Perfil 1
Masculino,34,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Estudiante superior,EPS Sura,Envigado,50.5,Media,Perfil 1
Femenino,24,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,50.5,Media,Perfil 1
Masculino,17,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,50.5,Media,Perfil 3
Masculino,20,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Estudiante superior,EPS Sura,Envigado,50.5,Media,Perfil 1
Masculino,48,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,Susalud,Envigado,50.5,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 3
Masculino,17,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.5,Media,Perfil 1
Femenino,29,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,Salud Total EPS,Envigado,50.5,Media,Perfil 1
Femenino,59,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),NOCHE,Desempleado,Suramericana,Envigado,50.4,Media,Perfil 2
Masculino,26,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Sin registro,Envigado,50.4,Media,Perfil 2
Masculino,20,05-V-Técnico Laboral Auxiliar en Ciberseguridad (50% Modalidad Distancia),NOCHE,Estudiante básica,Savia Salud,Envigado,50.4,Media,Perfil 1
Masculino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,EPS Sura,Envigado,50.4,Media,Perfil 1
Masculino,17,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Medellín,50.4,Media,Perfil 3
Masculino,17,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Desempleado,Policía Nacional,Envigado,50.4,Media,Perfil 1
Masculino,30,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Itagui,50.4,Media,Perfil 1
Masculino,22,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,50.4,Media,Perfil 3
Masculino,25,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Envigado,50.4,Media,Perfil 1
Femenino,59,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Independiente,Sin registro,Envigado,50.3,Media,Perfil 1
Masculino,27,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),NOCHE,Estudiante superior,Savia Salud,Envigado,50.3,Media,Perfil 1
Femenino,23,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,Suramericana,Envigado,50.3,Media,Perfil 3
Masculino,14,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.3,Media,Perfil 1
Masculino,18,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Estudiante básica,EPS Sura,Envigado,50.2,Media,Perfil 3
Masculino,17,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Estudiante básica,SISBEN,Envigado,50.2,Media,Perfil 1
Femenino,34,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Estudiante superior,SISBEN,Envigado,50.2,Media,Perfil 2
Masculino,22,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Desempleado,EPS Sura,Envigado,50.2,Media,Perfil 1
Masculino,14,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.2,Media,Perfil 3
Masculino,18,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.2,Media,Perfil 2
Masculino,19,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Estudiante superior,EPS Sura,Sabaneta,50.2,Media,Perfil 1
Masculino,19,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,Suramericana,Envigado,50.2,Media,Perfil 3
Masculino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Estudiante básica,EPS Sura,Envigado,50.2,Media,Perfil 3
Masculino,21,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),NOCHE,Estudiante básica,Sanitas EPS,Envigado,50.2,Media,Perfil 1
Femenino,25,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Medellín,50.2,Media,Perfil 2
Femenino,25,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,50.2,Media,Perfil 2
Masculino,19,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Independiente,EPS Sura,Envigado,50.2,Media,Perfil 1
Masculino,18,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,50.2,Media,Perfil 2
Masculino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante básica,EPS Sura,Sabaneta,50.2,Media,Perfil 2
Masculino,19,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Estudiante superior,Savia Salud,Envigado,50.1,Media,Perfil 2
Masculino,18,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,50.1,Media,Perfil 1
Masculino,17,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Estudiante superior,Sanidad Militar,Fredonia,50.1,Media,Perfil 2
Masculino,17,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),NOCHE,Estudiante básica,Coomeva EPS,Envigado,50.1,Media,Perfil 2
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante superior,EPS Sura,Envigado,50.1,Media,Perfil 1
Masculino,17,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Estudiante superior,Savia Salud,Envigado,50.1,Media,Perfil 3
Masculino,21,05-V-Técnico Laboral Auxiliar en Ciberseguridad (50% Modalidad Distancia),NOCHE,Desempleado,EPS Sura,Envigado,50.1,Media,Perfil 1
Masculino,19,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Estudiante básica,SISBEN,Envigado,50.1,Media,Perfil 2
Masculino,20,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Desempleado,Sin registro,Envigado,50.0,Media,Perfil 3
Femenino,28,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,Sanitas EPS,Envigado,50.0,Media,Perfil 1
Masculino,17,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Estudiante superior,EPS Sura,Envigado,50.0,Media,Perfil 1
Masculino,20,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Empleado,Salud Total EPS,Caldas,50.0,Media,Perfil 1
Femenino,23,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Sin registro,EPS Sura,Envigado,50.0,Media,Perfil 3
Femenino,42,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Independiente,Savia Salud,Envigado,50.0,Media,Perfil 2
Masculino,31,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Sabaneta,50.0,Media,Perfil 3
Masculino,20,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Desempleado,EPS Sura,Envigado,50.0,Media,Perfil 3
Masculino,20,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Desempleado,EPS Sura,Envigado,50.0,Media,Perfil 2
Masculino,20,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Desempleado,EPS Sura,Envigado,50.0,Media,Perfil 1
Masculino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.0,Media,Perfil 3
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.0,Media,Perfil 3
Masculino,22,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,50.0,Media,Perfil 3
Masculino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.0,Media,Perfil 2
Masculino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,50.0,Media,Perfil 1
Femenino,27,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,Suramericana,Envigado,50.0,Media,Perfil 1
Masculino,19,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Estudiante superior,Sin registro,Envigado,50.0,Media,Perfil 3
Masculino,18,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Desempleado,EPS Sura,Envigado,49.9,Media,Perfil 1
Femenino,22,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Estudiante superior,Fundación Medico Preventiva,Envigado,49.9,Media,Perfil 1
