genero,edad,programa,jornada,ocupacion,eps,municipio_direccion,riesgo_%,prioridad,perfil
Femenino,50,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,Sin registro,Envigado,46.2,Media,Perfil 2
Femenino,20,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Desempleado,Savia Salud,Envigado,46.2,Media,Perfil 3
Femenino,62,EXT - COCINA BÁSICA,NOCHE,Empleado,EPS Sura,Envigado,46.2,Media,Perfil 2
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Sin registro,Medellín,46.1,Media,Perfil 2
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,46.1,Media,Perfil 1
Femenino,20,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Desempleado,Comfenalco valle E.P.S.,Envigado,46.1,Media,Perfil 1
Femenino,49,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Empleado,Fundación Medico Preventiva,Envigado,46.1,Media,Perfil 2
Femenino,25,01-V- TÉCNICO LABORAL EN MARKETING DIGITAL A DISTANCIA,NOCHE,Empleado,Savia Salud,Envigado,46.1,Media,Perfil 2
Femenino,47,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,Colsanitas,Envigado,46.1,Media,Perfil 2
Femenino,37,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Empleado,Sanitas EPS,Envigado,46.1,Media,Perfil 2
Femenino,21,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,Salud Total EPS,Envigado,46.1,Media,Perfil 1
Femenino,35,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,Sanitas EPS,Envigado,46.1,Media,Perfil 1
Masculino,40,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Empleado,EPS Sura,Envigado,46.1,Media,Perfil 1
Femenino,40,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,EPS Sura,Envigado,46.1,Media,Perfil 3
Femenino,39,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Empleado,Sin registro,Envigado,46.1,Media,Perfil 2
Femenino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Sin registro,EPS Sura,Envigado,46.1,Media,Perfil 3
Masculino,36,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Empleado,EPS Sura,Envigado,46.1,Media,Perfil 2
Masculino,21,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,NOCHE,Estudiante superior,EPS Sura,Envigado,46.1,Media,Perfil 3
Femenino,17,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Sin registro,Envigado,46.1,Media,Perfil 2
Masculino,21,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),DIURNA,Estudiante superior,EPS Sura,Envigado,46.1,Media,Perfil 2
Femenino,44,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),NOCHE,Desempleado,Suramericana,Envigado,46.1,Media,Perfil 2
Femenino,17,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,SISBEN,Medellín,46.1,Media,Perfil 1
Femenino,48,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Independiente,Savia Salud,Envigado,46.1,Media,Perfil 1
Femenino,32,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.1,Media,Perfil 3
Femenino,32,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.1,Media,Perfil 1
Femenino,22,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Empleado,EPS Sura,Envigado,46.1,Media,Perfil 1
Masculino,21,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Estudiante superior,EPS Sura,Envigado,46.1,Media,Perfil 1
Masculino,51,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,EPS Sura,Envigado,46.1,Media,Perfil 2
Femenino,19,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Independiente,EPS Sura,Envigado,46.1,Media,Perfil 3
Masculino,34,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Empleado,Colsanitas,Envigado,46.1,Media,Perfil 2
Femenino,45,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Independiente,Suramericana,Envigado,46.0,Media,Perfil 3
Femenino,30,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,46.0,Media,Perfil 1
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Sanitas EPS,Envigado,46.0,Media,Perfil 2
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante superior,Sin registro,Envigado,46.0,Media,Perfil 1
Femenino,43,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Desempleado,Sanitas EPS,Envigado,46.0,Media,Perfil 3
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Coomeva EPS,Envigado,46.0,Media,Perfil 2
Femenino,40,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,Suramericana,Envigado,46.0,Media,Perfil 2
Femenino,21,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Desempleado,EPS Sura,Envigado,46.0,Media,Perfil 3
Femenino,62,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Independiente,EPS Sura,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 3
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 3
Femenino,28,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 3
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 3
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 1
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 1
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 1
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,27,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 2
Femenino,28,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,46.0,Media,Perfil 3
Femenino,24,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Estudiante superior,Savia Salud,Envigado,46.0,Media,Perfil 1
Masculino,22,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Estudiante superior,EPS Sura,Envigado,46.0,Media,Perfil 1
Femenino,17,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,46.0,Media,Perfil 2
Femenino,27,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,Salud Total EPS,Envigado,46.0,Media,Perfil 3
Masculino,43,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,46.0,Media,Perfil 1
Femenino,18,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Estudiante superior,Savia Salud,Envigado,46.0,Media,Perfil 2
Masculino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Empleado,EPS Sura,Envigado,46.0,Media,Perfil 2
Femenino,41,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Desempleado,Suramericana,Envigado,46.0,Media,Perfil 3
Femenino,21,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Estudiante superior,Nueva Promotora de Salud - Nueva EPS,Envigado,45.9,Media,Perfil 3
Masculino,49,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,45.9,Media,Perfil 1
Masculino,20,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Estudiante básica,EPS Sura,Envigado,45.9,Media,Perfil 1
Femenino,24,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,EPS Sura,Envigado,45.9,Media,Perfil 1
Femenino,17,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Estudiante básica,Salud Total EPS,Envigado,45.9,Media,Perfil 2
Femenino,32,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,Savia Salud,Envigado,45.9,Media,Perfil 3
Femenino,35,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Empleado,SISBEN,Envigado,45.9,Media,Perfil 2
Femenino,42,EXTENSION HERRAMIENTAS TICS,DIURNA,Empleado,Fundación Medico Preventiva,Envigado,45.9,Media,Perfil 2
Femenino,34,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Empleado,Salud Total EPS,Envigado,45.9,Media,Perfil 1
Femenino,20,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Empleado,SISBEN,Envigado,45.9,Media,Perfil 2
Femenino,19,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante superior,Savia Salud,Envigado,45.9,Media,Perfil 2
Femenino,22,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,45.9,Media,Perfil 1
Femenino,36,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,45.9,Media,Perfil 2
Femenino,54,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Empleado,MEDIMAS,Rionegro,45.9,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Sin registro,Envigado,45.9,Media,Perfil 3
Femenino,29,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Desempleado,EPS Sura,Envigado,45.8,Media,Perfil 2
Femenino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,Sanitas EPS,Envigado,45.8,Media,Perfil 1
Femenino,33,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,45.8,Media,Perfil 2
Masculino,19,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),NOCHE,Desempleado,EPS Sura,Envigado,45.8,Media,Perfil 3
Femenino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Cafesalud  EPS,Medellín,45.8,Media,Perfil 2
Femenino,26,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,EPS Sura,Envigado,45.8,Media,Perfil 2
Femenino,17,MEDIA TÉCNICA EN PANADERIA Y REPOSTERIA 2025,MEDIA TÉCNICA,Estudiante superior,Sin registro,Envigado,45.8,Media,Perfil 1
Femenino,36,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Empleado,Sin registro,Envigado,45.8,Media,Perfil 3
Femenino,21,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),DIURNA,Desempleado,Sin registro,Envigado,45.8,Media,Perfil 3
Femenino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,EPS Sura,Envigado,45.8,Media,Perfil 1
Femenino,38,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.8,Media,Perfil 1
Femenino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Nueva Promotora de Salud - Nueva EPS,Envigado,45.8,Media,Perfil 2
Femenino,20,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,Salud Total EPS,Envigado,45.8,Media,Perfil 2
Femenino,18,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante básica,Savia Salud,Envigado,45.7,Media,Perfil 2
Femenino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 2
Femenino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 2
Femenino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 1
Femenino,29,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 1
Femenino,29,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 1
Femenino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 2
Femenino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 3
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Desempleado,Sanitas EPS,Envigado,45.7,Media,Perfil 2
Femenino,18,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Estudiante superior,EPS Sura,Envigado,45.7,Media,Perfil 3
Femenino,17,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Estudiante básica,Salud Total EPS,Envigado,45.7,Media,Perfil 3
Femenino,43,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Desempleado,Sin registro,Envigado,45.7,Media,Perfil 2
Femenino,19,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Estudiante superior,Savia Salud,Envigado,45.7,Media,Perfil 1
Femenino,38,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,EPS Sura,Envigado,45.7,Media,Perfil 1
Femenino,64,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Estudiante superior,EPS Sura,Envigado,45.7,Media,Perfil 3
Femenino,34,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,EPS Sura,Envigado,45.7,Media,Perfil 2
Masculino,18,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Estudiante básica,EPS Sura,Envigado,45.7,Media,Perfil 2
Masculino,18,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Estudiante básica,EPS Sura,Envigado,45.7,Media,Perfil 1
Femenino,27,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Estudiante superior,EPS Sura,Envigado,45.7,Media,Perfil 2
Femenino,21,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Desempleado,Sin registro,Envigado,45.7,Media,Perfil 3
Femenino,45,EXTENSIÓN - ESTANDARES DE INSPECCION SANITARIA,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 2
Femenino,45,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,45.7,Media,Perfil 3
Femenino,21,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,45.7,Media,Perfil 1
Femenino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Savia Salud,Envigado,45.7,Media,Perfil 1
Femenino,17,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,45.7,Media,Perfil 1
Femenino,60,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Desempleado,Suramericana,Envigado,45.7,Media,Perfil 1
Femenino,43,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Empleado,Sin registro,Envigado,45.6,Media,Perfil 2
Masculino,17,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Estudiante básica,EPS Sura,Envigado,45.6,Media,Perfil 3
Masculino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Estudiante básica,EPS Sura,Envigado,45.6,Media,Perfil 3
Femenino,37,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Estudiante básica,EPS Sura,Envigado,45.6,Media,Perfil 3
Femenino,31,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,EPS Sura,Envigado,45.6,Media,Perfil 3
Femenino,24,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,EPS Sura,Envigado,45.6,Media,Perfil 1
Femenino,24,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Desempleado,EPS Sura,Envigado,45.6,Media,Perfil 1
Femenino,34,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,45.6,Media,Perfil 2
Femenino,15,MEDIA TECNICA EN TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,MEDIA TÉCNICA,Estudiante básica,Nueva Promotora de Salud - Nueva EPS,Medellín,45.6,Media,Perfil 2
Femenino,19,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Empleado,Salud Total EPS,Envigado,45.6,Media,Perfil 1
Femenino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,45.6,Media,Perfil 3
Femenino,21,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Empleado,SISBEN,Envigado,45.6,Media,Perfil 1
Femenino,20,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),NOCHE,Desempleado,No afiliado a EPS,Envigado,45.6,Media,Perfil 1
Femenino,30,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Estudiante superior,EPS Sura,Envigado,45.6,Media,Perfil 1
Femenino,36,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,EPS Sura,Envigado,45.6,Media,Perfil 1
Femenino,19,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Desempleado,Salud Total EPS,Envigado,45.6,Media,Perfil 2
Femenino,17,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Desempleado,Salud Total EPS,Envigado,45.6,Media,Perfil 3
Femenino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Estudiante superior,EPS Sura,Envigado,45.6,Media,Perfil 1
Femenino,30,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,45.6,Media,Perfil 2
Femenino,25,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Estudiante superior,EPS Sura,Envigado,45.5,Media,Perfil 1
Femenino,23,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Desempleado,EPS Sura,Envigado,45.5,Media,Perfil 2
Femenino,24,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Estudiante superior,Coomeva EPS,Envigado,45.5,Media,Perfil 2
Femenino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Estudiante superior,Savia Salud,Envigado,45.5,Media,Perfil 3
Femenino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,45.5,Media,Perfil 1
Masculino,23,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,45.5,Media,Perfil 1
Femenino,18,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,DIURNA,Estudiante básica,Savia Salud,Envigado,45.5,Media,Perfil 2
Masculino,29,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,45.5,Media,Perfil 1
Masculino,31,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Empleado,EPS Sura,Medellín,45.5,Media,Perfil 2
Femenino,62,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Empleado,EPS Sura,Envigado,45.5,Media,Perfil 3
Femenino,62,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,DIURNA,Empleado,EPS Sura,Envigado,45.5,Media,Perfil 1
Femenino,26,MEDIA TECNICA EN TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,MEDIA TÉCNICA,Empleado,Sin registro,Envigado,45.5,Media,Perfil 1
Masculino,22,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Empleado,EPS Sura,Envigado,45.5,Media,Perfil 1
Femenino,18,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,NOCHE,Independiente,Coomeva EPS,Envigado,45.5,Media,Perfil 1
Femenino,28,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,45.4,Media,Perfil 2
Masculino,48,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Independiente,EPS Sura,Envigado,45.4,Media,Perfil 2
Masculino,53,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,45.4,Media,Perfil 1
Masculino,53,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,45.4,Media,Perfil 1
Femenino,43,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Medellín,45.4,Media,Perfil 2
Femenino,30,EXTENSIÓN EXCEL AVANZADO,DIURNA,Sin registro,Sin registro,Envigado,45.4,Media,Perfil 3
Femenino,30,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,45.4,Media,Perfil 2
Femenino,30,EXTENSIÓN WORD AVANZADO VIRTUAL,DIURNA,Sin registro,Sin registro,Envigado,45.4,Media,Perfil 1
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Estudiante superior,EPS Sura,Envigado,45.4,Media,Perfil 3
Femenino,28,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Desempleado,EPS Sura,Envigado,45.4,Media,Perfil 2
Femenino,41,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Medellín,45.4,Media,Perfil 2
Femenino,41,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,45.4,Media,Perfil 1
Femenino,19,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,Savia Salud,Envigado,45.4,Media,Perfil 1
Femenino,16,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Estudiante básica,Savia Salud,Envigado,45.4,Media,Perfil 1
Femenino,18,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,NOCHE,Estudiante básica,Savia Salud,Envigado,45.4,Media,Perfil 2
Femenino,46,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Desempleado,Sin registro,Envigado,45.4,Media,Perfil 3
Femenino,18,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Estudiante básica,EPS Sura,Envigado,45.4,Media,Perfil 1
Femenino,39,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Independiente,Savia Salud,Envigado,45.4,Media,Perfil 1
Femenino,19,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),DIURNA,Estudiante superior,Suramericana,Envigado,45.4,Media,Perfil 1
Femenino,43,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Empleado,SISBEN V2 - Nivel 3,Envigado,45.4,Media,Perfil 2
Masculino,20,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Empleado,EPS Sura,Envigado,45.4,Media,Perfil 1
Femenino,27,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,NOCHE,Empleado,SISBEN,Envigado,45.4,Media,Perfil 1
Femenino,40,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,Sin registro,Envigado,45.4,Media,Perfil 1
Femenino,29,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,EPS Sura,Envigado,45.3,Media,Perfil 2
